sifra,naziv,razina
62.90.1,Usluge instaliranja računala i periferne opreme,4
62.90.10,Usluge instaliranja računala i periferne opreme,5
62.90.9,"Ostale usluge u vezi s informacijskim tehnologijama i računalima, d. n.",4
62.90.90,"Ostale usluge u vezi s informacijskim tehnologijama i računalima, d. n.",5
63,"Računalna infrastruktura, obrada podataka, usluge poslužitelja i ostale informacijske usluge",1
63.1,"Računalna infrastruktura, obrada podataka, usluge poslužitelja i povezane usluge",2
63.10,"Računalna infrastruktura, obrada podataka, usluge poslužitelja i povezane usluge",3
63.10.1,"Obrada podataka, usluge poslužitelja i ostale usluge povezane s IT infrastrukturom",4
63.10.11,Usluge obrade podataka,5
63.10.12,Usluge internetskog poslužitelja,5
63.10.13,Ostale usluge poslužitelja i ostale usluge povezane s IT infrastrukturom,5
63.10.2,Promidžbeni prostor i vrijeme na internetu,4
63.10.20,Promidžbeni prostor i vrijeme na internetu,5
63.10.3,Kriptoimovina bez odgovarajuće odgovornosti i usluge njezina izdavanja,4
63.10.31,Kriptoimovina bez odgovarajuće odgovornosti,5
63.10.32,Usluge izdavanja kriptoimovine bez odgovarajuće odgovornosti,5
63.9,Usluge internetskih portala i druge informacijske usluge,2
63.91,Usluge internetskih portala,3
63.91.1,Sadržaj internetskih portala,4
63.91.10,Sadržaj internetskih portala,5
63.91.2,Internetski promidžbeni prostor na internetskim portalima,4
63.91.20,Internetski promidžbeni prostor na internetskim portalima,5
63.92,Ostale informacijske usluge,3
63.92.1,Podaci i usluge prikupljanja podataka,4
63.92.11,Podaci,5
63.92.12,Usluge prikupljanja podataka,5
63.92.9,"Ostale informacijske usluge, d. n.",4
63.92.90,"Ostale informacijske usluge, d. n.",5
L,FINANCIJSKE USLUGE I USLUGE OSIGURANJA,0
64,"Financijske usluge, osim osiguranja i mirovinskih fondova",1
64.1,Usluge novčarskog posredovanja,2
64.11,Usluge središnjeg bankarstva,3
64.11.0,Usluge središnjeg bankarstva,4
64.11.00,Usluge središnjeg bankarstva,5
64.19,Usluge ostalog novčarskog posredovanja,3
64.19.1,Usluge depozita,4
64.19.11,Usluge depozita za korporacijske i institucionalne ulagače,5
64.19.12,Usluge depozita za ostale ulagače,5
64.19.2,Usluge odobravanja kredita novčarskih institucija,4
64.19.21,Usluge odobravanja međuindustrijskih kredita novčarskih institucija,5
64.19.22,Usluge odobravanja potrošačkih kredita novčarskih institucija,5
64.19.23,Usluge odobravanja stambenih hipotekarnih kredita novčarskih institucija,5
64.19.24,Usluge odobravanja nestambenih hipotekarnih kredita novčarskih institucija,5
64.19.25,Usluge odobravanja nehipotekarnih komercijalnih kredita novčarskih institucija,5
64.19.26,Usluge poslovanja kreditnim karticama novčarskih institucija,5
64.19.27,Usluge odobravanja ostalih kredita novčarskih institucija,5
64.19.3,"Ostale usluge novčarskog posredovanja, d. n.",4
64.19.30,"Ostale usluge novčarskog posredovanja, d. n.",5
64.2,Usluge holding-društava i kanala financiranja,2
64.21,Usluge holding društava,3
64.21.0,Usluge holding društava,4
64.21.00,Usluge holding društava,5
64.22,Usluge kanala financiranja,3
64.22.0,Usluge kanala financiranja,4
64.22.00,Usluge kanala financiranja,5
64.3,"Usluge uzajamnih fondova (trustova), ostalih fondova i sličnih financijskih subjekata",2
64.31,Usluge novčanih i nenovčanih investicijskih fondova,3
64.31.0,Usluge novčanih i nenovčanih investicijskih fondova,4
64.31.00,Usluge novčanih i nenovčanih investicijskih fondova,5
64.32,"Usluge uzajamnih fondova (trustova), imovinskih računa i računa o zastupanju",3
64.32.0,"Usluge uzajamnih fondova (trustova), imovinskih računa i računa o zastupanju",4
64.32.00,"Usluge uzajamnih fondova (trustova), imovinskih računa i računa o zastupanju",5
64.9,"Ostale financijske usluge, osim osiguranja i mirovinskih fondova",2
64.91,Usluge financijskog leasinga,3
64.91.0,Usluge financijskog leasinga,4
64.91.00,Usluge financijskog leasinga,5
64.92,Usluge ostalog kreditnog posredovanja,3
64.92.0,Usluge ostalog kreditnog posredovanja,4
64.92.01,"Usluge odobravanja međuindustrijskih kredita, osim kredita novčarskih institucija",5
64.92.02,"Usluge odobravanja potrošačkih kredita, osim kredita novčarskih institucija",5
64.92.03,"Usluge odobravanja stambenih hipotekarnih kredita, osim kredita novčarskih institucija",5
64.92.04,"Usluge odobravanja nestambenih hipotekarnih kredita, osim kredita novčarskih institucija",5
64.92.05,"Usluge odobravanja nehipotekarnih komercijalnih kredita, osim kredita novčarskih institucija",5
64.92.06,"Usluge poslovanja kreditnim karticama, osim usluga novčarskih institucija",5
64.92.07,Usluge zalagaonica i zalagaoničara,5
64.92.09,"Ostale usluge kreditnog posredovanja, osim posredovanja novčarskih institucija, d. n.",5
64.99,"Ostale financijske usluge, osim osiguranja i mirovinskih fondova, d. n.",3
64.99.0,"Ostale financijske usluge, osim osiguranja i mirovinskih fondova, d. n.",4
64.99.01,Usluge investicijskog bankarstva,5
64.99.02,Usluge sekuritizacijskih subjekata,5
64.99.03,Devizne konverzije za vlastiti račun,5
64.99.04,Izdavanje kriptoimovine uz odgovarajuću odgovornost,5
64.99.09,"Financijske usluge, osim osiguranja i mirovinskih fondova, d. n.",5
65,"Usluge osiguranja, reosiguranja i mirovinskih fondova, osim obveznog socijalnog osiguranja",1
65.1,Usluge osiguranja,2
65.11,Usluge životnog osiguranja,3
65.11.0,Usluge životnog osiguranja,4
65.11.00,Usluge životnog osiguranja,5
65.12,Usluge ostalog osiguranja,3
65.12.1,Usluge osiguranja od nesreće i zdravstvenog osiguranja,4
65.12.11,Usluge osiguranja od nezgode,5
65.12.12,Usluge zdravstvenog osiguranja,5
65.12.2,Usluge osiguranja motornih vozila,4
65.12.21,Usluge osiguranja motornih vozila (odgovornost treće osobe),5
65.12.22,Ostale usluge osiguranja motornih vozila,5
65.12.3,"Usluge osiguranja plovila, zrakoplova i drugog prijevoza",4
65.12.31,Usluge osiguranja željezničkog voznog parka,5
65.12.32,Usluge osiguranja zrakoplovne odgovornosti,5
65.12.33,Ostale usluge zrakoplovnog osiguranja,5
65.12.34,Usluge osiguranja brodske odgovornosti,5
65.12.35,Ostale usluge brodskog osiguranja,5
65.12.36,Usluge osiguranja tereta,5
65.12.4,Usluge osiguranja od požara i drugih oblika štete na imovini,4
65.12.41,Usluge osiguranja od štete na imovini prouzrokovane požarom,5
65.12.42,Usluge osiguranja od ostale štete na imovini,5
65.12.5,Usluge osiguranja od opće odgovornosti,4
65.12.50,Usluge osiguranja od opće odgovornosti,5
65.12.6,Usluge osiguranja kredita i kreditne sposobnosti,4
65.12.61,Usluge osiguranja kredita,5
65.12.62,Usluge osiguranja kreditne sposobnosti,5
65.12.7,"Usluge osiguranja putovanja, pomoći na putovanju, osiguranja od troškova sudskih postupaka i različitih financijskih gubitaka",4
65.12.71,Usluge osiguranja putovanja i pomoći na putovanju,5
65.12.72,Usluge osiguranja od troškova sudskih postupaka,5
65.12.73,Usluge osiguranja od različitih financijskih gubitaka,5
65.12.9,Ostale usluge neživotnog osiguranja,4
65.12.90,Ostale usluge neživotnog osiguranja,5
65.2,Usluge reosiguranja,2
65.20,Usluge reosiguranja,3
65.20.1,"Usluge reosiguranja života, reosiguranja od nesreće i zdravstvenog reosiguranja",4
65.20.11,Usluge reosiguranja života,5
65.20.12,Usluge reosiguranja od nesreće,5
65.20.13,Usluge zdravstvenog reosiguranja,5
65.20.2,Usluge reosiguranja prijevoza i imovine,4
65.20.21,Usluge reosiguranja motornih vozila (odgovornost treće osobe),5
65.20.22,Ostale usluge reosiguranja motornih vozila,5
65.20.23,"Ostale usluge reosiguranja u morskom, zračnom i ostalom prijevozu",5
65.20.24,Usluge reosiguranja tereta,5
65.20.25,Usluge reosiguranja od požara ili drugih oblika štete na imovini,5
65.20.3,"Usluge reosiguranja od opće odgovornosti, reosiguranja kredita i kreditne sposobnosti",4
65.20.31,Usluge reosiguranja od opće odgovornosti,5
65.20.32,Usluge reosiguranja kredita i kreditne sposobnosti,5
65.20.4,Usluge reosiguranja od troškova sudskih postupaka i različitih financijskih gubitaka,4
65.20.41,Usluge reosiguranja od troškova sudskih postupaka,5
65.20.42,Usluge reosiguranja različitih financijskih gubitaka,5
65.20.5,Usluge reosiguranja u vezi s mirovinskim fondovima,4
65.20.50,Usluge reosiguranja u vezi s mirovinskim fondovima,5
65.20.6,Usluge ostalog neživotnog reosiguranja,4
65.20.60,Usluge ostalog neživotnog reosiguranja,5
65.3,Usluge mirovinskih fondova,2
65.30,Usluge mirovinskih fondova,3
65.30.0,Usluge mirovinskih fondova,4
65.30.01,Usluge individualnih mirovinskih fondova,5
65.30.02,Usluge grupnih mirovinskih fondova,5
66,Pomoćne usluge za financijske usluge i usluge osiguranja,1
66.1,"Pomoćne usluge za financijske usluge, osim osiguranja i mirovinskih fondova",2
66.11,Usluge povezane s upravljanjem financijskim tržištima,3
66.11.0,Usluge povezane s upravljanjem financijskim tržištima,4
66.11.01,Usluge povezane s poslovanjem financijskih tržišta,5
66.11.02,Usluge povezane s regulacijom financijskih tržišta,5
66.11.09,"Usluge povezane s upravljanjem financijskim tržištima, d. n.",5
66.12,Usluge posredovanja u poslovanju vrijednosnim papirima i robnim ugovorima,3
66.12.0,Usluge posredovanja u poslovanju vrijednosnim papirima i robnim ugovorima,4
66.12.01,Usluge posredovanja u poslovanju vrijednosnim papirima,5
66.12.02,Usluge posredovanja u poslovanju robnim ugovorima,5
66.12.03,Usluge mjenjačnica,5
66.12.04,Usluge mjenjačnica uz naplatu,5
66.19,"Ostale pomoćne usluge za financijske usluge, osim osiguranja i mirovinskih fondova",3
66.19.1,Usluge obrade i izvršenja financijskih transakcija,4
66.19.11,Usluge klirinških kuća,5
66.19.12,Usluge obrade transakcija vrijednosnim papirima,5
66.19.13,Mobilna plaćanja i digitalne lisnice uz korištenje financijskih informacija,5
66.19.14,Usluge povezane s obradom drugih financijskih transakcija,5
66.19.2,Pomoćne usluge u vezi s investicijskim bankarstvom,4
66.19.21,Usluge spajanja i preuzimanja,5
66.19.22,Usluge poslovanja u vezi s korporativnim financijama i poduzetničkim kapitalom,5
66.19.29,"Pomoćne usluge povezane s investicijskim bankarstvom, d. n.",5
66.19.3,Usluge zaklada (trustova) i pohrane vrijednosnih papira,4
66.19.31,Usluge zaklada (trustova),5
66.19.32,Usluge pohrane vrijednosnih papira,5
66.19.4,Usluge financijskog posredovanja,4
66.19.41,"Usluge posredovanja u poslovanju hipotekama, kreditima i zajmovima",5
66.19.42,Usluge posredovanja u poslovanju depozitima,5
66.19.49,"Usluge financijskog posredovanja, d. n.",5
66.19.9,"Ostale pomoćne usluge za financijske usluge, osim osiguranja i mirovinskih fondova, d. n.",4
66.19.91,Usluge financijskog savjetovanja,5
66.19.99,"Ostale raznovrsne pomoćne usluge za financijske usluge, osim osiguranja i mirovinskih fondova, d. n.",5
66.2,Pomoćne usluge u osiguranju i mirovinskim fondovima,2
66.21,Usluge procjene rizika i štete,3
66.21.0,Usluge procjene rizika i štete,4
66.21.00,Usluge procjene rizika i štete,5
66.22,Usluge agenata i posrednika osiguranja,3
66.22.0,Usluge agenata i posrednika osiguranja,4
66.22.00,Usluge agenata i posrednika osiguranja,5
66.29,Ostale pomoćne usluge u osiguranju i mirovinskim fondovima,3
66.29.0,Ostale pomoćne usluge u osiguranju i mirovinskim fondovima,4
66.29.01,Aktuarske usluge,5
66.29.09,"Ostale pomoćne usluge u osiguranju i mirovinskim fondovima, d. n.",5
66.3,Usluge upravljanja fondovima,2
66.30,Usluge upravljanja fondovima,3
66.30.0,Usluge upravljanja fondovima,4
66.30.01,"Usluge upravljanja portfeljem, osim mirovinskih fondova",5
66.30.02,Usluge upravljanja mirovinskim fondovima,5
M,USLUGE POVEZANE S POSLOVANJEM NEKRETNINAMA,0
68,Usluge povezane s poslovanjem nekretninama,1
68.1,Usluge kupnje i prodaje vlastitih nekretnina i organizacija izvedbe projekata za zgrade,2
68.11,Usluge kupnje i prodaje vlastitih nekretnina,3
68.11.0,Usluge kupnje i prodaje vlastitih nekretnina,4
68.11.01,Usluge prodaje i kupnje stambenih zgrada sa zemljištem,5
68.11.02,Usluge prodaje i kupnje time-share imovine,5
68.11.03,Usluge prodaje i kupnje nenastanjenog zemljišta za gradnju stambenih zgrada,5
68.11.04,Usluge prodaje i kupnje nestambenih zgrada sa zemljištem,5
68.11.05,Usluge prodaje i kupnje nenastanjenog zemljišta za gradnju nestambenih zgrada,5
68.12,Usluge organizacije izvedbe projekata za zgrade i niskogradnju,3
68.12.0,Usluge organizacije izvedbe projekata za zgrade i niskogradnju,4
68.12.01,Usluge organizacije izvedbe projekata za zgrade,5
68.12.02,Usluge organizacije izvedbe projekata za niskogradnju,5
68.2,Usluge iznajmljivanja i upravljanja vlastitim nekretninama ili nekretninama uzetim u zakup (leasing),2
68.20,Usluge iznajmljivanja i upravljanja vlastitim nekretninama ili nekretninama uzetim u zakup (leasing),3
68.20.0,Usluge iznajmljivanja i upravljanja vlastitim nekretninama ili nekretninama uzetim u zakup (leasing),4
68.20.01,Usluge iznajmljivanja i upravljanja vlastitim stambenim nekretninama ili stambenim nekretninama uzetim u zakup (leasing),5
68.20.02,Usluge iznajmljivanja i upravljanja vlastitim nestambenim nekretninama ili nestambenim nekretninama uzetim u zakup (leasing),5
68.3,Usluge povezane s poslovanjem nekretninama uz naplatu ili na osnovi ugovora,2
68.31,Usluge posredovanja u poslovanju nekretninama,3
68.31.0,Usluge posredovanja u poslovanju nekretninama,4
68.31.01,"Usluge prodaje stambenih zgrada sa zemljištem uz naplatu ili na osnovi ugovora, osim time-share imovine",5
68.31.02,Usluge prodaje time-share imovine uz naplatu ili na osnovi ugovora,5
68.31.03,Usluge prodaje nenastanjenog zemljišta za gradnju stambenih zgrada uz naplatu ili na osnovi ugovora,5
68.31.04,Usluge prodaje nestambenih zgrada sa zemljištem uz naplatu ili na osnovi ugovora,5
68.31.05,Usluge prodaje nenastanjenog zemljišta za gradnju nestambenih zgrada uz naplatu ili na osnovi ugovora,5
68.31.09,"Usluge posredovanja u poslovanju nekretninama, d. n.",5
68.32,Ostale usluge povezane s poslovanjem nekretninama uz naplatu ili na osnovi ugovora,3
68.32.0,Ostale usluge povezane s poslovanjem nekretninama uz naplatu ili na osnovi ugovora,4
68.32.01,"Usluge upravljanja stambenom imovinom uz naplatu ili na osnovi ugovora, osim time-share imovine",5
68.32.02,Usluge upravljanja time-share imovinom uz naplatu ili na osnovi ugovora,5
68.32.03,Usluge upravljanja nestambenom imovinom uz naplatu ili na osnovi ugovora,5
68.32.04,Usluge procjene nekretnina uz naplatu ili na osnovi ugovora,5
N,"STRUČNE, ZNANSTVENE I TEHNIČKE USLUGE",0
69,Pravne i računovodstvene usluge,1
69.1,Pravne usluge,2
69.10,Pravne usluge,3
69.10.0,Pravne usluge,4
69.10.01,Usluge pravnog savjetovanja i zastupanja u području kaznenog prava,5
69.10.02,Usluge pravnog savjetovanja i zastupanja u poslovnim i trgovačkim sporovima,5
69.10.03,Usluge pravnog savjetovanja i zastupanja u radnim i upravnim sporovima,5
69.10.04,Usluge pravnog savjetovanja i zastupanja u građanskim sporovima,5
69.10.05,"Pravne usluge u vezi s patentima, autorskim pravima i ostalim pravima intelektualnog vlasništva",5
69.10.06,Usluge javnih bilježnika,5
69.10.07,Usluge arbitraže i pomirenja,5
69.10.08,Pravne usluge u vezi s dražbama,5
69.10.09,"Pravne usluge, d. n.",5
69.2,"Računovodstvene, knjigovodstvene i revizijske usluge; usluge poreznog savjetovanja",2
69.20,"Računovodstvene, knjigovodstvene i revizijske usluge; usluge poreznog savjetovanja",3
69.20.1,Usluge financijske revizije,4
69.20.10,Usluge financijske revizije,5
69.20.2,Računovodstvene usluge,4
69.20.21,Usluge računovodstvene revizije,5
69.20.22,Usluge sastavljanja financijskih izvještaja,5
69.20.23,Knjigovodstvene usluge,5
69.20.24,Usluge obračunavanja plaća,5
69.20.29,Ostale računovodstvene usluge,5
69.20.3,Usluge poreznog savjetovanja,4
69.20.31,Usluge poreznog savjetovanja i sastavljanja poreznih prijava za poduzeća,5
69.20.32,Usluge sastavljanja i planiranja poreznih prijava za pojedince,5
69.20.4,Usluge stečaja i prinudne uprave,4
69.20.40,Usluge stečaja i prinudne uprave,5
70,Upravljačke usluge i usluge savjetovanja u vezi s upravljanjem,1
70.1,Upravljačke usluge,2
70.10,Upravljačke usluge,3
70.10.0,Upravljačke usluge,4
70.10.00,Upravljačke usluge,5
70.2,Usluge savjetovanja u vezi s poslovanjem i ostalim upravljanjem,2
70.20,Usluge savjetovanja u vezi s poslovanjem i ostalim upravljanjem,3
70.20.1,Usluge savjetovanja u vezi s poslovanjem,4
70.20.11,Usluge savjetovanja u vezi sa strateškim upravljanjem,5
70.20.12,"Usluge savjetovanja u vezi s financijskim upravljanjem, osim za porez na dobit",5
70.20.13,Usluge savjetovanja u vezi s upravljanjem marketingom,5
70.20.14,Usluge savjetovanja u vezi s upravljanjem ljudskim potencijalima,5
70.20.15,Usluge savjetovanja u vezi s upravljanjem proizvodnjom,5
70.20.16,Usluge savjetovanja u vezi s logistikom i nabavom te ostale usluge savjetovanja u vezi s upravljanjem,5
70.20.17,Usluge upravljanja poslovnim procesima,5
70.20.2,"Ostale usluge upravljanja projektima, osim usluga upravljanja građevinskim projektima",4
70.20.20,"Ostale usluge upravljanja projektima, osim usluga upravljanja građevinskim projektima",5
70.20.3,Ostale usluge poslovnog savjetovanja,4
